Location,Timestamp,Question6a,Question6b,Question7a,Question7b,Question8a,Question8b,Question9a,Question9b,Question10a,Question10b,Question11a,Question11b,Question12a,Question12b,Question13a,Question13b,Question14,Question15,Technical/Theorical mark,Pre/Exam mark,Coordinate,T1,T2,T1 Floating,T2 Floating,T1 Final,T2 Final,ABS1,ABS2,Category
Sydney,12/04/2019,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,10,4,4,"4,4",5,5,-0.252303002,-1.38247224,4.747696998,3.61752776,4.747696998,3.61752776,Design Skills
Sydney,12/04/2019,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,3,4,4,2,"4,2",5,2.5,0.513558863,1.004525014,5.513558863,3.504525014,5.513558863,3.504525014,IT Management
Sydney,12/04/2019,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,5,7,3,3,"3,3",3.75,3.75,0.404026761,-1.209647982,4.154026761,2.540352018,4.154026761,2.540352018,Design Skills
Sydney,12/04/2019,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,4,1,"4,1",5,1.25,1.277421841,0.16502566,6.277421841,1.41502566,6.277421841,1.41502566,IT Management
Sydney,12/04/2019,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,8,6,7,5,"7,5",8.75,6.25,0.703893683,-1.476171075,9.453893683,4.773828925,9.453893683,4.773828925,IT Management
Sydney,12/04/2019,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,8,5,4,"5,4",6.25,5,-1.440947041,-0.111529943,4.809052959,4.888470057,4.809052959,4.888470057,Design Skills
Sydney,12/04/2019,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,3,9,5,5,"5,5",6.25,6.25,0.729656576,0.583425344,6.979656576,6.833425344,6.979656576,6.833425344,Social marketing
Sydney,12/04/2019,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,2,0,6,3,"6,3",7.5,3.75,0.14276252,1.042431632,7.64276252,4.792431632,7.64276252,4.792431632,IT Management
Sydney,12/04/2019,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,6,0,4,3,"4,3",5,3.75,0.293192171,-0.376499507,5.293192171,3.373500493,5.293192171,3.373500493,IT Management
Sydney,12/04/2019,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,8,4,5,5,"5,5",6.25,6.25,0.26530786,-1.031587602,6.51530786,5.218412398,6.51530786,5.218412398,Social marketing
Sydney,12/04/2019,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,4,7,3,3,"3,3",3.75,3.75,-0.243702846,-1.119723463,3.506297154,2.630276537,3.506297154,2.630276537,Design Skills
Sydney,12/04/2019,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,10,3,7,2,"7,2",8.75,2.5,0.027438266,1.042389645,8.777438266,3.542389645,8.777438266,3.542389645,IT Management
Sydney,12/04/2019,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,7,5,4,6,"4,6",5,7.5,-0.866401316,0.520965299,4.133598684,8.020965299,4.133598684,8.020965299,software engineering
Sydney,12/04/2019,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,6,0,5,5,"5,5",6.25,6.25,0.796572805,-0.559633168,7.046572805,5.690366832,7.046572805,5.690366832,Social marketing
Sydney,12/04/2019,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9,9,5,1,"5,1",6.25,1.25,-0.420176445,-0.897913133,5.829823555,0.352086867,5.829823555,0.352086867,IT Management
Sydney,12/04/2019,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,9,3,0,"3,0",3.75,0,1.27769627,-1.330606426,5.02769627,-1.330606426,5.02769627,1.330606426,IT Management
Sydney,12/04/2019,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,6,4,2,"4,2",5,2.5,0.972415329,0.610839119,5.972415329,3.110839119,5.972415329,3.110839119,IT Management
Sydney,12/04/2019,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,6,5,4,"5,4",6.25,5,-0.774125027,-0.636091126,5.475874973,4.363908874,5.475874973,4.363908874,IT Management
Sydney,12/04/2019,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,3,4,4,"4,4",5,5,-0.961632986,0.363774034,4.038367014,5.363774034,4.038367014,5.363774034,software engineering
Sydney,12/04/2019,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,9,6,3,4,"3,4",3.75,5,-1.55511131,-0.641588638,2.19488869,4.358411362,2.19488869,4.358411362,Design Skills
Sydney,12/04/2019,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,10,7,4,3,"4,3",5,3.75,-1.31121714,-1.101279489,3.68878286,2.648720511,3.68878286,2.648720511,Design Skills
Sydney,12/04/2019,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,6,8,6,2,"6,2",7.5,2.5,-0.898789272,-0.4237503,6.601210728,2.0762497,6.601210728,2.0762497,IT Management
Sydney,12/04/2019,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,9,4,2,3,"2,3",2.5,3.75,0.763330811,0.253031768,3.263330811,4.003031768,3.263330811,4.003031768,Design Skills
Sydney,12/04/2019,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,3,4,"3,4",3.75,5,1.478083113,-1.560208268,5.228083113,3.439791732,5.228083113,3.439791732,IT Management
Sydney,12/04/2019,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,8,2,2,"2,2",2.5,2.5,0.4986339,-1.589501113,2.9986339,0.910498887,2.9986339,0.910498887,Design Skills
Sydney,12/04/2019,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,7,6,2,7,"2,7",2.5,8.75,0.518381101,-0.200468074,3.018381101,8.549531926,3.018381101,8.549531926,software engineering
Sydney,12/04/2019,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,3,5,3,6,"3,6",3.75,7.5,0.72321999,-1.040374292,4.47321999,6.459625708,4.47321999,6.459625708,software engineering
Sydney,12/04/2019,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,7,5,5,"5,5",6.25,6.25,0.879795578,-0.240710834,7.129795578,6.009289166,7.129795578,6.009289166,Social marketing
Sydney,12/04/2019,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,4,9,4,5,"4,5",5,6.25,0.197274421,-1.000984494,5.197274421,5.249015506,5.197274421,5.249015506,Social marketing
Sydney,12/04/2019,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,6,5,5,3,"5,3",6.25,3.75,1.074974885,0.202068266,7.324974885,3.952068266,7.324974885,3.952068266,IT Management
Sydney,12/04/2019,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,8,6,4,4,"4,4",5,5,-0.853063566,-1.425830541,4.146936434,3.574169459,4.146936434,3.574169459,Design Skills
Sydney,12/04/2019,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,2,7,5,6,"5,6",6.25,7.5,-1.490548888,-0.299502293,4.759451112,7.200497707,4.759451112,7.200497707,software engineering
Sydney,12/04/2019,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,7,8,7,4,"7,4",8.75,5,-0.0056823,-0.529894296,8.7443177,4.470105704,8.7443177,4.470105704,IT Management
Sydney,12/04/2019,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,4,7,5,5,"5,5",6.25,6.25,0.914533953,-1.574691918,7.164533953,4.675308082,7.164533953,4.675308082,IT Management
Sydney,12/04/2019,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,6,6,2,4,"2,4",2.5,5,-0.571632239,-1.174230998,1.928367761,3.825769002,1.928367761,3.825769002,Design Skills
Sydney,12/04/2019,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,6,2,3,4,"3,4",3.75,5,1.515529242,0.585151999,5.265529242,5.585151999,5.265529242,5.585151999,Social marketing
Sydney,12/04/2019,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,6,3,7,"3,7",3.75,8.75,-1.006947646,-0.084427428,2.743052354,8.665572572,2.743052354,8.665572572,software engineering
Sydney,12/04/2019,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,9,4,4,4,"4,4",5,5,-0.521158655,-0.79893445,4.478841345,4.20106555,4.478841345,4.20106555,Design Skills
Sydney,12/04/2019,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,4,4,4,4,"4,4",5,5,0.014063894,-0.73176721,5.014063894,4.26823279,5.014063894,4.26823279,IT Management
Sydney,12/04/2019,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,4,0,4,3,"4,3",5,3.75,0.191994667,0.321183473,5.191994667,4.071183473,5.191994667,4.071183473,IT Management
Sydney,12/04/2019,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,4,2,8,2,"8,2",10,2.5,-0.06977495,0.806273373,9.93022505,3.306273373,9.93022505,3.306273373,IT Management
Sydney,12/04/2019,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,4,0,1,6,"1,6",1.25,7.5,1.374655495,0.424477177,2.624655495,7.924477177,2.624655495,7.924477177,software engineering
Sydney,12/04/2019,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,8,4,1,"4,1",5,1.25,1.547428647,-0.331464958,6.547428647,0.918535042,6.547428647,0.918535042,IT Management
Sydney,12/04/2019,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,7,8,4,4,"4,4",5,5,-0.306260399,1.517663144,4.693739601,6.517663144,4.693739601,6.517663144,software engineering
Sydney,12/04/2019,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,6,6,1,3,"1,3",1.25,3.75,-0.949980303,-0.783297642,0.300019697,2.966702358,0.300019697,2.966702358,Design Skills
Sydney,12/04/2019,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,5,3,6,4,"6,4",7.5,5,-0.90224675,0.398595494,6.59775325,5.398595494,6.59775325,5.398595494,Social marketing
Sydney,12/04/2019,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,10,7,4,5,"4,5",5,6.25,-1.367619142,-0.308598468,3.632380858,5.941401532,3.632380858,5.941401532,software engineering
Sydney,12/04/2019,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,10,0,6,4,"6,4",7.5,5,-0.011518444,1.339473563,7.488481556,6.339473563,7.488481556,6.339473563,Social marketing
Sydney,12/04/2019,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,8,9,6,3,"6,3",7.5,3.75,-0.32387732,1.422200709,7.17612268,5.172200709,7.17612268,5.172200709,Social marketing
Sydney,12/04/2019,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,7,9,3,1,"3,1",3.75,1.25,0.774510005,0.666415792,4.524510005,1.916415792,4.524510005,1.916415792,Design Skills
Sydney,12/04/2019,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,8,1,3,"1,3",1.25,3.75,0.375733374,-1.474267895,1.625733374,2.275732105,1.625733374,2.275732105,Design Skills
Sydney,12/04/2019,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,7,3,7,4,"7,4",8.75,5,0.252422572,-0.470642104,9.002422572,4.529357896,9.002422572,4.529357896,IT Management
Sydney,12/04/2019,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,4,6,"4,6",5,7.5,-0.317730408,0.081356218,4.682269592,7.581356218,4.682269592,7.581356218,software engineering
Sydney,12/04/2019,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,10,4,4,6,"4,6",5,7.5,-1.028789601,-1.581202522,3.971210399,5.918797478,3.971210399,5.918797478,software engineering
Sydney,12/04/2019,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,9,3,4,5,"4,5",5,6.25,1.281744418,0.048237537,6.281744418,6.298237537,6.281744418,6.298237537,Social marketing
Sydney,12/04/2019,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,3,6,3,6,"3,6",3.75,7.5,0.317181887,-1.338533525,4.067181887,6.161466475,4.067181887,6.161466475,software engineering
Sydney,12/04/2019,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,4,5,3,5,"3,5",3.75,6.25,-1.169668573,-0.749362292,2.580331427,5.500637708,2.580331427,5.500637708,software engineering
Sydney,12/04/2019,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,4,3,2,3,"2,3",2.5,3.75,1.07513916,1.152849903,3.57513916,4.902849903,3.57513916,4.902849903,Design Skills
Sydney,12/04/2019,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,9,0,6,5,"6,5",7.5,6.25,0.637992738,0.782160774,8.137992738,7.032160774,8.137992738,7.032160774,Social marketing
Sydney,12/04/2019,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,8,3,3,"3,3",3.75,3.75,0.12446054,1.44541346,3.87446054,5.19541346,3.87446054,5.19541346,software engineering
Sydney,12/04/2019,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,3,10,3,6,"3,6",3.75,7.5,0.11165323,-0.564425809,3.86165323,6.935574191,3.86165323,6.935574191,software engineering
Sydney,12/04/2019,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,8,0,5,5,"5,5",6.25,6.25,0.897757599,-1.06693408,7.147757599,5.18306592,7.147757599,5.18306592,Social marketing
Sydney,12/04/2019,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,10,7,1,"7,1",8.75,1.25,0.966017623,0.130361792,9.716017623,1.380361792,9.716017623,1.380361792,IT Management
Sydney,12/04/2019,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,9,1,3,"1,3",1.25,3.75,0.616944907,-1.464044899,1.866944907,2.285955101,1.866944907,2.285955101,Design Skills
Sydney,12/04/2019,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,9,2,4,3,"4,3",5,3.75,0.052786447,1.093923456,5.052786447,4.843923456,5.052786447,4.843923456,IT Management
Sydney,12/04/2019,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,3,1,5,2,"5,2",6.25,2.5,-0.298864626,-0.011358433,5.951135374,2.488641567,5.951135374,2.488641567,IT Management
Sydney,12/04/2019,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,2,9,5,2,"5,2",6.25,2.5,-0.263983151,0.911653889,5.986016849,3.411653889,5.986016849,3.411653889,IT Management
Sydney,12/04/2019,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,3,0,2,5,"2,5",2.5,6.25,0.33108377,1.091247332,2.83108377,7.341247332,2.83108377,7.341247332,software engineering
Sydney,12/04/2019,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,10,8,4,6,"4,6",5,7.5,0.177227498,0.469355043,5.177227498,7.969355043,5.177227498,7.969355043,Social marketing
Sydney,12/04/2019,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,9,10,6,5,"6,5",7.5,6.25,1.261594079,-0.258075845,8.761594079,5.991924155,8.761594079,5.991924155,Social marketing
Sydney,12/04/2019,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,9,10,4,7,"4,7",5,8.75,0.174137621,-0.915990374,5.174137621,7.834009626,5.174137621,7.834009626,Social marketing
Sydney,12/04/2019,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,4,9,4,3,"4,3",5,3.75,0.238626891,-1.105087302,5.238626891,2.644912698,5.238626891,2.644912698,IT Management
Sydney,12/04/2019,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,3,6,2,"6,2",7.5,2.5,-0.570640327,0.531482729,6.929359673,3.031482729,6.929359673,3.031482729,IT Management
Sydney,12/04/2019,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,7,9,4,2,"4,2",5,2.5,-1.100240062,1.359963404,3.899759938,3.859963404,3.899759938,3.859963404,Design Skills
Sydney,12/04/2019,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,2,9,5,4,"5,4",6.25,5,0.553400441,0.392340766,6.803400441,5.392340766,6.803400441,5.392340766,Social marketing
Sydney,12/04/2019,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,10,5,4,1,"4,1",5,1.25,1.553834716,-0.017756522,6.553834716,1.232243478,6.553834716,1.232243478,IT Management
Sydney,12/04/2019,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,4,"2,4",2.5,5,-1.576661003,-1.005949694,0.923338997,3.994050306,0.923338997,3.994050306,Design Skills
Sydney,12/04/2019,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,4,7,5,5,"5,5",6.25,6.25,-0.412216477,0.039567226,5.837783523,6.289567226,5.837783523,6.289567226,Social marketing
Sydney,12/04/2019,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,7,10,2,3,"2,3",2.5,3.75,0.613532568,1.261002297,3.113532568,5.011002297,3.113532568,5.011002297,software engineering
Sydney,12/04/2019,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,8,2,5,"2,5",2.5,6.25,-0.281533138,0.498645973,2.218466862,6.748645973,2.218466862,6.748645973,software engineering
Sydney,12/04/2019,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,9,4,5,"4,5",5,6.25,-0.237090298,-0.191074893,4.762909702,6.058925107,4.762909702,6.058925107,software engineering
Sydney,12/04/2019,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,8,4,4,2,"4,2",5,2.5,-0.655678059,0.008133461,4.344321941,2.508133461,4.344321941,2.508133461,Design Skills
Sydney,12/04/2019,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,6,0,4,4,"4,4",5,5,0.875918431,-0.321266479,5.875918431,4.678733521,5.875918431,4.678733521,IT Management
Sydney,12/04/2019,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,10,5,3,"5,3",6.25,3.75,0.789705626,-1.354403924,7.039705626,2.395596076,7.039705626,2.395596076,IT Management
Sydney,12/04/2019,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,2,2,1,5,"1,5",1.25,6.25,0.602837064,0.747243412,1.852837064,6.997243412,1.852837064,6.997243412,software engineering
Sydney,12/04/2019,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,7,5,3,4,"3,4",3.75,5,-0.103410979,1.250238938,3.646589021,6.250238938,3.646589021,6.250238938,software engineering
Sydney,12/04/2019,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,3,8,4,2,"4,2",5,2.5,0.424870676,0.220855888,5.424870676,2.720855888,5.424870676,2.720855888,IT Management
Sydney,12/04/2019,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,10,8,6,2,"6,2",7.5,2.5,-0.186613778,-1.227875674,7.313386222,1.272124326,7.313386222,1.272124326,IT Management
Sydney,12/04/2019,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,2,8,5,6,"5,6",6.25,7.5,-0.825641742,-1.107768202,5.424358258,6.392231798,5.424358258,6.392231798,Social marketing
Sydney,12/04/2019,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,6,1,3,4,"3,4",3.75,5,-0.507314752,0.988445228,3.242685248,5.988445228,3.242685248,5.988445228,software engineering
Sydney,12/04/2019,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,5,8,6,4,"6,4",7.5,5,0.410162341,-0.542905433,7.910162341,4.457094567,7.910162341,4.457094567,IT Management
Sydney,12/04/2019,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,2,5,6,"5,6",6.25,7.5,-0.994823955,0.602699903,5.255176045,8.102699903,5.255176045,8.102699903,Social marketing
Sydney,12/04/2019,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,2,9,3,6,"3,6",3.75,7.5,0.402309966,1.316433038,4.152309966,8.816433038,4.152309966,8.816433038,software engineering
Sydney,12/04/2019,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,5,3,5,3,"5,3",6.25,3.75,-1.092987911,1.570004418,5.157012089,5.320004418,5.157012089,5.320004418,Social marketing
Sydney,12/04/2019,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,8,0,5,5,"5,5",6.25,6.25,-0.041969203,-1.346284842,6.208030797,4.903715158,6.208030797,4.903715158,IT Management
Sydney,12/04/2019,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,6,5,5,5,"5,5",6.25,6.25,-0.303175777,1.26271138,5.946824223,7.51271138,5.946824223,7.51271138,Social marketing
Sydney,12/04/2019,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,6,2,3,4,"3,4",3.75,5,-0.988703963,-0.686856691,2.761296037,4.313143309,2.761296037,4.313143309,Design Skills
Sydney,12/04/2019,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,3,7,3,"7,3",8.75,3.75,0.553583996,-0.941375236,9.303583996,2.808624764,9.303583996,2.808624764,IT Management
Sydney,12/04/2019,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,2,5,4,5,"4,5",5,6.25,-0.454620563,-0.761156944,4.545379437,5.488843056,4.545379437,5.488843056,software engineering
Sydney,12/04/2019,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,9,4,3,4,"3,4",3.75,5,0.894556268,-1.443761769,4.644556268,3.556238231,4.644556268,3.556238231,Design Skills
Sydney,12/04/2019,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,8,5,4,2,"4,2",5,2.5,1.53731691,-1.189515039,6.53731691,1.310484961,6.53731691,1.310484961,IT Management
Sydney,12/04/2019,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,5,2,2,4,"2,4",2.5,5,0.385477319,0.541322318,2.885477319,5.541322318,2.885477319,5.541322318,software engineering
Sydney,12/04/2019,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,8,9,5,4,"5,4",6.25,5,-0.439392125,-0.265600696,5.810607875,4.734399304,5.810607875,4.734399304,IT Management
Sydney,12/04/2019,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,2,2,5,4,"5,4",6.25,5,-0.49186032,-0.145333701,5.75813968,4.854666299,5.75813968,4.854666299,IT Management
Sydney,12/04/2019,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,7,5,6,5,"6,5",7.5,6.25,0.987606723,-0.493249591,8.487606723,5.756750409,8.487606723,5.756750409,Social marketing
Sydney,12/04/2019,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,10,6,3,"6,3",7.5,3.75,-1.401827199,1.555714619,6.098172801,5.305714619,6.098172801,5.305714619,Social marketing
Sydney,12/04/2019,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,9,0,2,4,"2,4",2.5,5,-0.282224833,0.222747292,2.217775167,5.222747292,2.217775167,5.222747292,software engineering
Sydney,12/04/2019,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,7,4,1,"4,1",5,1.25,0.333065102,0.023083265,5.333065102,1.273083265,5.333065102,1.273083265,IT Management
Sydney,12/04/2019,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,6,2,5,5,"5,5",6.25,6.25,0.728023512,0.046457968,6.978023512,6.296457968,6.978023512,6.296457968,Social marketing
Sydney,12/04/2019,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,3,5,7,"5,7",6.25,8.75,-1.040812472,1.078159163,5.209187528,9.828159163,5.209187528,9.828159163,Social marketing
Sydney,12/04/2019,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,4,5,5,4,"5,4",6.25,5,-1.170875746,-0.249969378,5.079124254,4.750030622,5.079124254,4.750030622,IT Management
Sydney,12/04/2019,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,2,6,"2,6",2.5,7.5,0.19036871,0.403342089,2.69036871,7.903342089,2.69036871,7.903342089,software engineering
Sydney,12/04/2019,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,10,4,3,"4,3",5,3.75,-1.328182428,0.014648365,3.671817572,3.764648365,3.671817572,3.764648365,Design Skills
Sydney,12/04/2019,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,10,4,1,"4,1",5,1.25,-1.479398475,-0.187707197,3.520601525,1.062292803,3.520601525,1.062292803,Design Skills
Sydney,12/04/2019,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,6,3,4,4,"4,4",5,5,0.192562645,-0.569001156,5.192562645,4.430998844,5.192562645,4.430998844,IT Management
Sydney,12/04/2019,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,8,2,3,1,"3,1",3.75,1.25,1.383104488,1.113378517,5.133104488,2.363378517,5.133104488,2.363378517,IT Management
Sydney,12/04/2019,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,9,4,5,"4,5",5,6.25,-1.148222303,-0.245705437,3.851777697,6.004294563,3.851777697,6.004294563,software engineering
Sydney,12/04/2019,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,6,6,4,6,"4,6",5,7.5,0.477049964,0.934474189,5.477049964,8.434474189,5.477049964,8.434474189,Social marketing
Sydney,12/04/2019,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,4,4,2,"4,2",5,2.5,-0.668645442,-1.243085502,4.331354558,1.256914498,4.331354558,1.256914498,Design Skills
Sydney,12/04/2019,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,10,9,3,3,"3,3",3.75,3.75,0.93256996,-0.951196991,4.68256996,2.798803009,4.68256996,2.798803009,Design Skills
Sydney,12/04/2019,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,3,2,6,5,"6,5",7.5,6.25,-0.063887476,-0.503809808,7.436112524,5.746190192,7.436112524,5.746190192,Social marketing
Sydney,12/04/2019,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,8,9,3,5,"3,5",3.75,6.25,1.182504221,-0.140210181,4.932504221,6.109789819,4.932504221,6.109789819,software engineering
Sydney,12/04/2019,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,7,8,4,3,"4,3",5,3.75,0.564620784,-0.945337639,5.564620784,2.804662361,5.564620784,2.804662361,IT Management
Sydney,12/04/2019,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,5,2,4,"2,4",2.5,5,-0.515462394,1.329935887,1.984537606,6.329935887,1.984537606,6.329935887,software engineering
Sydney,12/04/2019,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,9,4,4,"4,4",5,5,1.26543681,0.674656596,6.26543681,5.674656596,6.26543681,5.674656596,Social marketing
Sydney,12/04/2019,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,5,3,6,5,"6,5",7.5,6.25,0.064510143,-0.039188434,7.564510143,6.210811566,7.564510143,6.210811566,Social marketing
Sydney,12/04/2019,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,3,6,5,3,"5,3",6.25,3.75,-0.966985682,-0.144889625,5.283014318,3.605110375,5.283014318,3.605110375,IT Management
Sydney,12/04/2019,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,7,6,4,3,"4,3",5,3.75,-0.381184254,0.594141575,4.618815746,4.344141575,4.618815746,4.344141575,Design Skills
Sydney,12/04/2019,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,10,3,5,2,"5,2",6.25,2.5,-0.879830753,1.236636981,5.370169247,3.736636981,5.370169247,3.736636981,IT Management
Sydney,12/04/2019,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,10,8,4,6,"4,6",5,7.5,-0.652485403,0.762377754,4.347514597,8.262377754,4.347514597,8.262377754,software engineering
